bufferSize downloadTime fileSize fileName
2097152 3873311 3247297 kitten.png
2097152 4233265 3247297 kitten.png
2097152 3859367 3247297 kitten.png
2097152 4175074 3247297 kitten.png
2097152 4286655 3247297 kitten.png
2097152 3563412 3247297 kitten.png
2097152 3640761 3247297 kitten.png
2097152 4007641 3247297 kitten.png
2097152 3635203 3247297 kitten.png
4194304 3598210 3247297 kitten.png
4194304 3542978 3247297 kitten.png
4194304 3652353 3247297 kitten.png
4194304 4269846 3247297 kitten.png
4194304 3596438 3247297 kitten.png
4194304 3709022 3247297 kitten.png
4194304 3604306 3247297 kitten.png
4194304 3975050 3247297 kitten.png
4194304 7881910 3247297 kitten.png
4194304 5086020 3247297 kitten.png
4194304 4321860 3247297 kitten.png
4194304 4047106 3247297 kitten.png
4194304 4374689 3247297 kitten.png
4194304 3868263 3247297 kitten.png
4194304 3916775 3247297 kitten.png
4194304 3817632 3247297 kitten.png
4194304 3791607 3247297 kitten.png
4194304 3923182 3247297 kitten.png
4194304 3830439 3247297 kitten.png
4194304 3800799 3247297 kitten.png
8388608 4195054 3247297 kitten.png
8388608 3859101 3247297 kitten.png
8388608 4293079 3247297 kitten.png
8388608 4548065 3247297 kitten.png
8388608 3990360 3247297 kitten.png
8388608 3971030 3247297 kitten.png
8388608 3960482 3247297 kitten.png
8388608 3801653 3247297 kitten.png
8388608 3890238 3247297 kitten.png
8388608 3296964 3247297 kitten.png
8388608 3321995 3247297 kitten.png
8388608 3671973 3247297 kitten.png
8388608 3411320 3247297 kitten.png
8388608 3134978 3247297 kitten.png
8388608 5558210 3247297 kitten.png
8388608 4330379 3247297 kitten.png
8388608 4141522 3247297 kitten.png
8388608 4007124 3247297 kitten.png
8388608 4517795 3247297 kitten.png
8388608 3918390 3247297 kitten.png
16777216 3810169 3247297 kitten.png
16777216 3924092 3247297 kitten.png
16777216 3893906 3247297 kitten.png
16777216 3412068 3247297 kitten.png
16777216 3789952 3247297 kitten.png
16777216 3420410 3247297 kitten.png
16777216 3947738 3247297 kitten.png
16777216 3507630 3247297 kitten.png
16777216 4706773 3247297 kitten.png
16777216 4151660 3247297 kitten.png
16777216 3983178 3247297 kitten.png
16777216 3943948 3247297 kitten.png
16777216 3863751 3247297 kitten.png
16777216 3876049 3247297 kitten.png
16777216 3808342 3247297 kitten.png
16777216 3802511 3247297 kitten.png
16777216 3783439 3247297 kitten.png
16777216 3926933 3247297 kitten.png
16777216 3846790 3247297 kitten.png
16777216 4577037 3247297 kitten.png
33554432 3813093 3247297 kitten.png
33554432 3821718 3247297 kitten.png
33554432 3873805 3247297 kitten.png
33554432 3778661 3247297 kitten.png
33554432 3799019 3247297 kitten.png
33554432 3821572 3247297 kitten.png
33554432 3855890 3247297 kitten.png
33554432 3863837 3247297 kitten.png
33554432 3798835 3247297 kitten.png
33554432 3816627 3247297 kitten.png
33554432 5230773 3247297 kitten.png
33554432 4465816 3247297 kitten.png
33554432 4140492 3247297 kitten.png
33554432 4094791 3247297 kitten.png
33554432 4401118 3247297 kitten.png
33554432 3906319 3247297 kitten.png
33554432 3892640 3247297 kitten.png
33554432 3999592 3247297 kitten.png
33554432 4364413 3247297 kitten.png
33554432 3973181 3247297 kitten.png
67108864 3957012 3247297 kitten.png
67108864 3785811 3247297 kitten.png
67108864 3825256 3247297 kitten.png
67108864 3870336 3247297 kitten.png
67108864 3862599 3247297 kitten.png
67108864 3808016 3247297 kitten.png
67108864 3773400 3247297 kitten.png
67108864 3750507 3247297 kitten.png
67108864 3768371 3247297 kitten.png
67108864 4837184 3247297 kitten.png
67108864 4166838 3247297 kitten.png
67108864 4559571 3247297 kitten.png
67108864 3976873 3247297 kitten.png
67108864 4044330 3247297 kitten.png
67108864 4349760 3247297 kitten.png
67108864 3969892 3247297 kitten.png
67108864 3846066 3247297 kitten.png
67108864 3823620 3247297 kitten.png
67108864 3814470 3247297 kitten.png
67108864 3823757 3247297 kitten.png
134217728 3831530 3247297 kitten.png
134217728 4566580 3247297 kitten.png
134217728 3906925 3247297 kitten.png
134217728 3264317 3247297 kitten.png
134217728 3385793 3247297 kitten.png
134217728 3418260 3247297 kitten.png
134217728 3301549 3247297 kitten.png
134217728 4260532 3247297 kitten.png
134217728 3784873 3247297 kitten.png
134217728 3820918 3247297 kitten.png
134217728 3839653 3247297 kitten.png
134217728 3763132 3247297 kitten.png
134217728 3832464 3247297 kitten.png
134217728 4019874 3247297 kitten.png
134217728 3358277 3247297 kitten.png
134217728 4277168 3247297 kitten.png
134217728 3486927 3247297 kitten.png
134217728 3264319 3247297 kitten.png
134217728 3362791 3247297 kitten.png
134217728 7180742 3247297 kitten.png
